CodeContrat;NomContrat;DateDebut;DateFinGenerale;DateFinContrat;CodeDomaine;Domaine;DomaineFonctionnel;CodeEtat;Etat;EtatFinal;CodeTypeContrat;TypeContrat;CodeNature;Nature;CodeSignataire;Signataire;CodeContractant;Contractant;TypeContractant;CodeContractantActuel;ContractantActuel;CodeContractantFutur;LibelleContractantFutur;SirenContractantFutur;DateContractantFutur;ContractantFuturRevisable
"27312";"TOULOUSE MÉTROPOLE - ASTEO";2020-01-01 00:00:00.0000000;2031-12-31 00:00:00.0000000;2031-12-31 00:00:00.0000000;"1002";"Assainissement";;6101;"En cours";"";2002;"Délégation de Service Public";11;"Affermage";"18187";"ASTEO";"2829";"TOULOUSE MÉTROPOLE";"Métropole";"2829";"TOULOUSE MÉTROPOLE";39632;"TOULOUSE MÉTROPOLE";"243100518";;False
